,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,title,publication,author,date,year,month,url,content,class_o,class_t,class_c,o,t,c,df_index
77,77,24644,78094,118646,"Looking to November, House Republicans Distance Themselves from Trump",National Review,Jim Geraghty,2016-03-30,2016.0,3.0,"http://www.nationalreview.com/article/433454/donald-trump-republican-congress-house-majority-2016
","Could Republicans lose their majority in the House of Representatives come November? What was once unthinkable doesn’t seem so unthinkable anymore. Earlier this month, the nonpartisan Cook Political Report shifted their forecasts of ten House races in the Democrats’ direction. For now, the National Republican Congressional Committee doesn’t think that a media environment dominated by a nasty fight about the candidates’ wives, a battery charge against Trump’s campaign manager, and an endless stream of outrageous provocation is likely to hurt the average Republican House member. “Cable news networks might not cover the ins and outs of local members of Congress, but when our voters wake up in the morning and read their local paper they are seeing our Republican incumbents getting the job done for them,” says Katie Martin, communications director for the NRCC. In other words, stories in the local news about an incumbent’s work in the district will ultimately outweigh any misgivings about the man atop the presidential ticket. Share article on FacebookshareTweet The NRCC argues that even in a bad environment for Republicans, there’s no realistic way for Democrats to win the 30 seats they would need to retake control of the House. But that doesn’t mean that incumbent House Republicans couldn’t face a rough year. “A far more plausible scenario, assuming the GOP presidential ticket is weak, would be a loss of a dozen or more seats for Republicans, cutting their House margin in half,” writes Charlie Cook, Wasserman’s boss. He adds that at least twice as many Republicans as usual could defect to the Democratic presidential candidate if Donald Trump is the GOP nominee, “and just as important, Republican turnout could plummet, drowning   Republicans along with the top of the ticket. ” Already, some House Republicans in swing districts have made moves to distance themselves from Trump. Representative Barbara Comstock, who represents a suburban district in Northern Virginia, took $3, 000 that Trump had previously given to her campaign and donated the money to local centers for wounded veterans. She told the Winchester Star that Trump is not a good role model and “doesn’t represent” the Republican party. Representative Bob Dold, who represents the northern suburbs of Chicago in Illinois, has already announced he will not support Trump in November, adding, “Trump’s disgusting and offensive comments toward Hispanics, veterans, women, Muslims  —   the list goes on  —   disqualify him from holding the office of president of the United States. ” More 2016 It’s Time to Move On from the 2016 ElectionHillary Blames America FirstHillary Says Voter Suppression Cost Her the ElectionRepresentative Carlos Curbelo, who represents the southern tip of Florida and Key West, said he hoped that Trump would be defeated in the primaries but refused to rule out voting for Clinton if no   conservative candidate emerges. There have been recent presidential elections with significant shifts in the House (2008, when Democrats picked up 21 seats) and ones that barely altered the lower chamber’s balance of power at all (2004, when Republicans picked up three seats, and 2012, when Democrats picked up eight). But Republicans have never before run with a presidential nominee who is perceived unfavorably by 63 percent of poll respondents. That   majority could be sorely tested in the next seven months.,",0,0,0,0,0,0,77
78,78,15834,69242,98189,Kasich Calls GOP’s 2014 Vow To Repeal Obamacare ’Big Joke’,Talking Points Memo,,2016-03-30,2016.0,3.0,"https://web.archive.org/web/20160331010016/http://talkingpointsmemo.com/livewire/kasich-obamacare-repeal-big-joke
","Having long been playing defense on Obamacare because he expanded Medicaid in his state, Ohio Gov. John Kasich (R) went on the offensive Wednesday and attacked Republicans for promising in the 2014 election cycle that they would repeal Obamacare. “You’ve been supporting conservative candidates,” Kasich said on an appearance on Jay Weber’s Wisconsin radio show, by way of BuzzFeed. “They told you in 2014 they were gonna repeal Obamacare. Do you realize, that’s just —  that’s a big joke?” Kasich also called the 2014 repeal vow ”a stupid promise,” since President Obama would have still been in the White House. ”We’ve got all these conservatives all stirred up and angry because they didn’t keep their word,” he said. Kasich has been pounded throughout the Republican primary for his decision to expand Medicaid in Ohio. The issue came up again at Tuesday’s CNN town hall, where he was questioned by an attendee for choosing a ”  solution.” Kasich defended the move, saying he had a choice: ”Could I bring money back, which is frankly our money, Ohio money, back to Ohio to solve some of our problems.” He pointed to the money saved in Ohio on people who now benefit from the Medicaid expansion, like the mentally ill, drug addicts and the working poor. ”They’re in a better position, they’re not in our prisons, and at the same time, they’re getting on their feet, they’re becoming taxpayers and our Medicaid program is completely under control,” he said. He added, nonetheless, that he did ”reject” Obamacare by refusing to ”go along with the exchange that they were trying to force on me.”",0,0,0,0,0,0,78
79,79,21333,21336,40083,Jackie Evancho to Perform National Anthem at Trump Inauguration,Breitbart,Daniel Nussbaum,2016-12-14,2016.0,12.0,,"Teenage singer Jackie Evancho will perform the National Anthem at Donald Trump’s inauguration in Washington, DC on January 20, the  ’s inaugural committee announced Wednesday. [The    opera singer is best known for her appearance on America’s Got Talent, where she finished second during the 2010 season, at just 10 years old.  “I have recently been asked by the   to perform the National Anthem for the   ceremony at the inauguration,” Evancho said on Today Wednesday morning. “I’m so excited. It’s going to be awesome. ” Evancho’s performance follows previous National Anthem singers Aretha Franklin and Beyoncé, who performed at President Obama’s first and second inaugurations, respectively. The young singer has met Trump before she snapped a photo with the    at his    club in 2010. There has been speculation that other singers could perform at Trump’s inauguration, including country star Garth Brooks and rapper Kanye West.   Follow Daniel Nussbaum on Twitter: @dznussbaum",0,0,0,0,0,0,79
80,80,8434,111894,166458,Obama Declares State Of Emergency Over Flint’s Contaminated Water,NPR,Camila Domonoske,2016-01-16,2016.0,1.0,http://www.npr.org/sections/thetwo-way/2016/01/16/463319454/obama-declares-state-of-emergency-over-flints-contaminated-water,"Water contamination in Flint, Mich,  —   where the city switched water sources, causing pipe corrosion and ultimately filling the city’s water supply with high levels of lead  —   has prompted President Obama to declare a state of emergency. The move, which was requested by Michigan Gov. Rick Snyder, means FEMA is authorized to provide equipment and resources to the people affected. Federal funding will help cover the cost of providing water, water filters and other items. A state of emergency has been declared by Flint’s own mayor since  . Pediatrician Dr. Mona   who called attention to the elevated lead levels in Flint’s children, explained to NPR’s Michel Martin last month how the city’s water came to be contaminated: ”The city of Flint under   emergency management, almost bankrupt . .. switched their water source from Detroit, which was fresh Great Lakes water source, which we’ve been using for over 50 years, to the local Flint River to save money. ”And that local Flint River was innately more corrosive than the Great Lakes water source. And the critical corrosion inhibitor, which is mandatory for all drinking water systems to use . .. was not added to that water. ”So you had a more corrosive water source without the corrosion control added to it, going into an aging infrastructure with a lot of lead plumbing. That was a perfect storm for that lead to leach out of the pipes into the drinking water and into the bodies of children.” The switch began nearly two years ago, and Flint has since switched back to Detroit’s water supply. But the damage to the pipes has already been done, and the leaching of lead into tap water continues. The question of who knew about the danger  —   and when  —   has led to a political crisis in Flint, with protesters calling for the governor’s resignation. Concerns over Flint’s water were raised months before the state called a state of emergency or provided bottled water. ”Critics say the state’s response  —   in particular, the governor’s handling of the crisis  —   has been inadequate at best, criminal at worst,” Michigan Radio’s Steve Carmody reported for NPR earlier this week. ”Flint’s mayor estimates the cost of fixing the city’s water infrastructure at more than a billion dollars. There’s no estimate on the cost of the   health effects on Flint residents who drank   water for more than a year.”",0,0,0,0,0,0,80
81,81,574,104033,152667,"Corey Lewandowski to start consulting firm, passing on Trump White House",Guardian,Sabrina Siddiqui,2016-12-21,2016.0,12.0,https://www.theguardian.com/us-news/2016/dec/21/corey-lewandowski-consulting-firm-trump-administration,"Corey Lewandowski, the controversial former campaign manager for Donald Trump, announced on Wednesday that he will not take a job in the next administration, and instead will launch a political consulting firm based in Washington. The venture, Avenue Strategies, will sit steps away from the White House and provide consulting services with an eye on advancing Trump’s proposed agenda. Barry Bennett, a former Trump adviser, will form the business alongside Lewandowski. The news followed reports that Lewandowski  —   who despite being fired from Trump’s campaign in June had remained in his inner circle  —   was presented with a range of potential posts in the next White House. Lewandowski met with Trump’s    Jared Kushner on Monday to discuss possible roles in the administration, according to Politico, but was not offered the job he sought of senior adviser to the president.  “I will always be   Trump’s biggest supporter,” Lewandowski said in a statement on Wednesday announcing the firm. “After considering multiple opportunities within the administration, I informed him and his team I think I can best help him outside the formal structure of the government. I very much look forward to doing that every day. ” Lewandowski was a polarizing force while serving as Trump’s first campaign manager. He was charged in May with battery for grabbing the arm of reporter Michelle Fields and pulling her back as she tried to ask Trump a question. The incident was captured on camera, countering Lewandowski’s claims that he did not lay a hand on Fields, then a reporter for Breitbart News. Lewandowski was subsequently hired as a contributor on CNN, a move that raised questions due to his proximity to Trump.  Although he had been ousted as campaign manager, Lewandowski continued to travel with Trump on occasion and attend his rallies. Lewandowski also remained on Trump’s payroll, which both the campaign and CNN characterized as severance payments but were dubbed as “strategy consulting” in official filings with the Federal Election Commission. Lewandowski framed his strategy for Trump while on the campaign as letting “Trump be Trump” which helped him curry favor with the real estate mogul and earn his trust. But Lewandowski’s relationship was more fraught with members of Trump’s family, particularly his children, and his behavior was described by insiders as volatile.  Lewandowski said his new firm will ensure that outside groups remain organized as Trump takes office on 20 January. Trump routinely campaigned on “draining the swamp” which his team has said extends to traditional Washington consultants, even as the   has filled his prospective cabinet with political insiders. “My goal is to make sure the priorities of the Trump administration become reality,” Lewandowski said. Former House speaker Newt Gingrich, a longtime supporter of Trump and former surrogate, suggested on Wednesday that the   “now just disclaims” his vow to drain the swamp. “He now says it was cute, but he doesn’t want to use it any more,” Gingrich said in an interview with NPR. Although Trump, as a candidate, called for reducing the influence of lobbyists and consultants in Washington, several of those poised to work in his administration are former lobbyists and top donors to his campaign.",0,0,0,0,0,0,81
82,82,36872,37896,56737,Secret Service spoke to Trump campaign about 2nd Amendment comment,CNN,Jim Sciutto,2016-08-10,2016.0,8.0,," (CNN) A US Secret Service official confirms to CNN that the USSS has spoken to the Trump campaign regarding his Second Amendment comments.  ”There has been more than one conversation” on the topic, the official told CNN. But it’s unclear at what level in the campaign structure the conversations occurred. The campaign told the USSS that Donald Trump did not intend to incite violence, according to the official.  ”No such meeting or conversation ever happened,” Trump tweeted in response to CNN’s report. Gun rights, The controversy erupted on Tuesday afternoon when Trump said at a rally that Second Amendment defenders might be able to stop Clinton from appointing justices to the Supreme Court who could weaken gun rights. ”Hillary wants to abolish    essentially abolish the Second Amendment. By the way, if she gets to pick, if she gets to pick her judges, nothing you can do, folks. Although the Second Amendment people, maybe there is, I don’t know,” Trump said. ”But I tell you what, that will be a horrible day, if Hillary gets to put her judges in, right now we’re tied.” The Secret Service’s communications director Cathy Milhoan has not confirmed the conversations between the campaign and the Secret Service, but said in a statement Tuesday that ”the U. S. Secret Service is aware of Mr. Trump’s comments.” Trump said Tuesday evening that he was simply trying to unify gun owners against Clinton in the voting booth. Read: NRA spends $3 million on new   ad, ”This is a political movement. This is a strong political movement, the Second Amendment,” Trump said to Fox News’ Sean Hannity. ”And there can be no other interpretation . .. I mean, give me a break.” Clinton responded Wednesday to Trump’s suggestion at an Iowa rally, saying, ”words matter.” ”Words matter my friends, and if you are running to be president or you are president of the United States, words can have tremendous consequences,” Clinton said. ”Yesterday we witnessed the latest in a long line of casual comments from Donald Trump that cross the line.” Supporters downplay remarks, The Republican presidential nominee’s supporters Wednesday attempted to quell the controversy, saying either that Trump was joking or that Democrats and the media were spinning it into something bigger than it was. Many interpreted Trump’s comments as a threat to rival Hillary Clinton. Corey Lewandowski, Trump’s former campaign manager, said the billionaire businessman was trying to unite Second Amendment supporters to turn out to defeat Clinton. ”This was a joke . .. He wasn’t inciting violence,” Lewandowski told Chris Cuomo on CNN’s New Day.    York Mayor Rudy Giuliani said Wednesday that the Clinton campaign and the press were misconstruing Trump’s words. ”What he intended is very, very simple    that (gun owners) should vote against her,” Giuliani said on ABC’s Good Morning America. ”He had no idea that anybody would interpret his words that way. It was so obvious to all of us what he meant.” Read: Donald Trump: ’Second Amendment’ gun advocates could deal with Hillary Clinton, Maine Sen. Susan Collins, who said she won’t vote for either party’s candidate, said on CNN’s ”New Day” Wednesday that she did not think Trump was inciting violence, but that he has only himself to blame for people leaping to that conclusion because of his consistent ”stream of inappropriate and reckless comments.” Clinton supports slam comments, But Clinton supporters continued to slam Trump on Wednesday, saying that violence is never a joking matter. ”Words matter, particularly from those folks who want to be president of the United States,” Clinton surrogate Christine Quinn, a former New York City Council speaker, said on ”New Day.” ”To think that joking about any kind of violence could be funny . .. simply reflects a disregard for the impact of violence.” Read: New York Daily News calls for Donald Trump to end his presidential campaign, Former Michigan Gov. Jennifer Granholm agreed, telling Cuomo that joking about assassinating a candidate is not presidential. ”It is, in fact, dangerous for the country,” she said. Bernice King, the daughter of civil rights leader Martin Luther King Jr. took to Twitter to voice her concerns. ”As the daughter of a leader who was assassinated, I find #Trump’s comments distasteful, disturbing, dangerous,” she tweeted. And former CBS Evening News anchor Dan Rather posted on Facebook that Trump ”crossed a line with dangerous potential.” ”By any objective analysis, this is a new low and unprecedented in the history of American presidential politics,” he wrote. ”This is no longer about policy, civility, decency or even temperament. This is a direct threat of violence against a political rival. It is not just against the norms of American politics, it raises a serious question of whether it is against the law.” Read: Dan Rather calls Trump’s ’Second Amendment people’ comments a ’new low’ Green Party candidate Jill Stein also weighed in, calling for Trump to be disarmed. And the daughter of Sandy Hook School Principal Dawn Hochsprung, who died in the school shooting there along with 20 children and five other staffers, sent a message to Trump via Twitter. Meanwhile, the Clinton campaign is using Trump’s words to fundraise, sending out his comments in an email to supporters Wednesday morning.",0,0,0,0,0,0,82
83,83,19108,19110,37853,Raul Castro Lifts Obama’s Arm for Awkward Salute After Press Conference - Breitbart,Breitbart,Charlie Spiering,2016-03-21,2016.0,3.0,,"After a joint press conference with President Obama in Cuba, Raul Castro shook hands with the United States leader and tried to lift the arm of the president in a triumphant salute. [But Obama’s hand and wrist went limp as Castro lifted it up, making for an awkward exchange at the end of their historic press conference.  View post on imgur. com,  At one point during the press conference, Castro interrupted Obama’s answer to a   question, apparently confused about who was expected to answer. “Excuse me,” Obama said, winking to the cameras as he looked over at Castro. Obama winks after Castro interrupts him during press conference pic. twitter.   —   Charlie Spiering (@charliespiering) March 21, 2016,  Castro agreed to answer a question from one reporter, CNN’s Jim Acosta, but Obama urged him to answer a question from MSNBC reporter Andrea Mitchell as well, calling her ‘one of our most esteemed journalists in America. ’”",0,0,0,0,0,0,83
84,84,42119,95578,141380,Donald Trump is the punk-rock president America deserves,New York Post,Kyle Smith,2016-11-09,2016.0,11.0,http://nypost.com/2016/11/09/donald-trump-is-the-punk-rock-president-america-deserves/,"Donald Trump may favor stodgy blue suits and boring red ties and wear his hair in a strange double combover, but don’t be fooled. That’s how he looks, not who he is. Who he is is a guy with a safety pin through his nose and a purple mohawk. He just pulled off the most punk act in American history. If you’re a Hillary Clinton voter, or a member of the average media outlet, observing the Trump phenomenon to you was like watching Frank Sinatra in the 1970s:     going through the motions appealing to a rapidly disappearing demographic, relying entirely on crusty oldies like “My Way. ” Yet the version of “My Way” Trump actually represented was the one gargled by Sid Vicious, the   Sex Pistol, over the closing credits of “Goodfellas”  —   crude, sneering, shocking, postmodern. None of us could believe what Trump was doing  —   because no one had ever seen anyone do it that way before.  in The Post on May 30, 2015. (For that little flub, Trump rewarded me with a mention in his most recent book, sarcastically dubbing me The Post’s “resident genius. ”) I could not decipher Trump. Who could? He was inventing a new language of politics on the fly. He was operating at another level. Every Republican  —   including, as recently as 2012, Trump!  —   said a Republican could not get elected president without making inroads among Latino voters. And Latino voters, everyone believed, really did not want to hear about crackdowns on illegal immigrants. So Trump said he was going to crack down on illegal immigrants. “When Mexico sends its people, they’re not sending their best,” he said in his freewheeling campaign kickoff speech. “They’re not sending you; they’re not sending you. They’re sending people that have lots of problems, and they’re bringing those problems with us. They’re bringing drugs. They’re bringing crime. They’re rapists, and some, I assume, are good people. ” Only “some” Mexican immigrants are good people? It’s like when a punk singer spits on his audience. According to exit polls last night, Trump actually did slightly better than Mitt Romney among Latinos  —   29 percent against Mitt’s 27 percent. Remember when somebody mentioned the sainted war hero John McCain and Trump wisecracked that he couldn’t be that much of a hero if he got caught? Punk! Remember when he promised a big announcement that he was ready to concede that President Obama was actually born in the United States and every news hound covered it as if it were the Super Bowl? He turned it into an infomercial for his new Trump hotel in the Old Post Office building on Pennsylvania Avenue in DC. Hey, what’s more punk than shameless love of filthy lucre? Remember when Hillary Clinton, Lisa   was busily organizing a landslide? She did everything by the book. She amassed a prim little army of   covering her bases by opening proper little field offices in every burg in America, even in Dallas and Houston. Trump scoffed, and sent out some 3 a. m. tweets. (Hillary, we learned from WikiLeaks, once needed 12 staffers and 12 hours of deliberation to craft a single tweet.) Even Trump himself often seemed so ambivalent about the position he found himself in that the most seasoned political reporters openly wondered if he even wanted to win. Just not giving a flying fig is the quintessence of punk. Trump didn’t just throw out the playbook, he set fire to it. And America loved it. Not releasing his taxes? Fine, said America  —   can you help us game the system too? So antagonizing the media that major news outlets dropped all pretense of neutrality and openly campaigned against him? Not a problem, said America  —   we hate those sons of bitches too, and the enemy of our enemy is our friend. Punk is the art of taking the stage with no preparation whatsoever and screaming: It’s me against the world, and what the freak are you gonna do about it? The last     it was Trump against the world, and the world lost.        ",0,0,0,0,0,0,84
85,85,38159,39414,58268,"Ayotte says Trump ’absolutely’ a role model for kids in NH debate, later says she misspoke",CNN,Daniella Diaz,2016-10-04,2016.0,10.0,,"Washington (CNN) New Hampshire GOP Sen. Kelly Ayotte said during a debate on Monday that she would ”absolutely” point to Republican presidential nominee Donald Trump as a role model for a child. She issued a statement after the debate saying she ”misspoke.” The   senator was asked by a moderator during the NECN debate: ”Would you tell them to be like Donald Trump? Would you point to him as a role model?”  ”I think that certainly there are many role models that we have, and I believe he can serve as president and so, absolutely. I would do that,” she said at the New England College hosted debate in Henniker, New Hampshire. In a statement afterward, Ayotte said: ”I misspoke tonight. While I would hope all of our children would aspire to be president, neither Donald Trump nor Hillary Clinton have set a good example and I wouldn’t hold either of them as role models for my kids.” Ayotte is currently locked in a hotly contested Senate reelection race against Democratic rival, Gov. Maggie Hassan. Ayotte has said she is voting for Trump, but not endorsed him for president. Ayotte has said that she will she will ”stand up” to Trump if he becomes president    but she will vote for him in November.  ”I will take on my own party,” Ayotte told CNN in Nashua in August. ”I really believe that this is a big issue in this race    that I am the one candidate that will stand up to whomever is in the White House to do good things when we can work together    also when it’s wrong to stand up to them.” During Monday’s debate, someone   asked Ayotte: ”If you think he can serve as president, why won’t you endorse him?”  ”Because I’ve had some disagreements with him,” she said. ”And I’ve been quite clear about those disagreements. And this is an area where Gov. Hassan has been lockstep with Secretary Clinton. I haven’t heard major disagreements that she’s had with Secretary Clinton so who’s going to step up for the people of New Hampshire?”  Since Trump launched his campaign last summer, he called some Mexicans ”rapists” during his announcement speech, said Sen. John McCain isn’t a ”war hero” because he was captured, proposed a temporary Muslim ban, mocked a disabled reporter during a campaign rally, repeatedly made harsh comments about women, and attacked the Khans, a Gold Star family, for their comments at the Democratic National Convention. And at a rally in Pennsylvania this weekend, Trump hit Clinton on her ”stamina,” said that Clinton is not ”loyal” to her husband, former President Bill Clinton, and called her an ”incompetent” and ”sarcastic woman.”  In the past, Ayotte has been heavily critical on Trump’s controversies, including his attacks against the Khan family.  When Trump was asked about Ayotte in an August Washington Post interview, he criticized her lack of support and implied she was weak. ”You have a Kelly Ayotte, who doesn’t want to talk about Trump, but I’m beating her in the polls by a lot. You tell me. Are these people that should be representing us?” he said. ”We need loyal people in this country. We need fighters in this country. We don’t need weak people. We have enough of them.”",0,0,0,0,0,0,85
86,86,8957,112417,167055,5 Things To Know About President Obama’s Budget,NPR,Scott Horsley,2016-02-09,2016.0,2.0,http://www.npr.org/2016/02/09/466143593/five-things-to-know-about-president-obamas-budget,"President Obama unveils his 2017 budget proposal today. It’s an aspirational blueprint that details how he would set priorities if he controlled the government’s checkbook . .. which he doesn’t. ”This budget is not about looking back at the road we have traveled,” Obama said. ”It is about looking forward.” But congressional Republicans are looking past the president. House Speaker Paul Ryan dismissed the budget as ”a progressive manual for growing the federal government at the expense of hardworking Americans.” Here are five big things you need to know about Obama’s eighth budget blueprint. 1. It’s his last . .. and least influential, The president’s budget is invariably described as ”dead on arrival” when it reaches Capitol Hill. This one got that label weeks earlier. Republican leaders of the House and Senate Budget Committees don’t even plan to hold a token hearing on the $4 trillion White House spending plan. Obama will be out of office less than four months into the budget year. And the   of the budget itself is overshadowed by the New Hampshire primary. 2. More red ink, President Obama boasted in his State of the Union address of cutting the deficit as a share of the economy by   during his time in office. This year, however, the deficit is creeping up again  —   largely as a result of tax breaks extended by Congress at the end of 2015. The president’s budget projects that deficits will remain in a manageable range  —   less than 3 percent of GDP  —   for the next decade. That includes some rosy assumptions, though, about tax revenues, health care savings and immigration reform. 3. Domestic shots across the bow, The president’s budget includes a variety of proposals designed to provoke a debate with Republicans. On the revenue side, these include a new $  tax on crude oil which would add up to 24 cents a gallon to the price of gasoline, higher taxes on capital gains, and a renewed push to close what the White House calls the ”trust fund loophole.” On the spending side, the president has proposed more investments in clean energy, mass transit, summertime meal subsidies for poor children, and expanded unemployment insurance. 4. Security spending, on the ground and online, Obama is seeking $11 billion for the battle against ISIS, $3. 4 billion to shore up European defenses and discourage Russian aggression, and $19 billion to enhance the nation’s cybersecurity. 5. A few nods to bipartisanship, While the overall budget is going nowhere, a few of its more modest ideas may have legs. The White House notes there’s bipartisan support for accelerating cancer research, offering more treatment to people addicted to heroin and prescription pain medication, and expanding a tax credit to help   workers who don’t have children.",0,0,0,0,0,0,86
